Type,Name,Desc,Price
Tequila,Sauza Tres Generation Añejo Tequila 750ml," 
                                                        Special Order Only! Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable.  Will take 3-7 days to receive this product before it can be shipped.  The delicate, natural amber hue of this Añejo (aged) tequila comes from more than three years aging in once used bourbon barrels. The richness of 100% estate-grown blue agave is imparted with the subtle flavors of the hand charred oak over its long resting period, giving it a smoky, smooth finish. Medal winner at the 200...
                                                        Read More » 
 Read More » ",$49.99 
Tequila,Corzo Tequila Reposado 750ml Can Not Ship!," 
                                                        Special Order Only!!! Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Please allow 3-7 days for product to be ready to ship. Sorry, this item can't be shipped!  90-95 points Wine Enthusiast: ""The bouquet features zesty aromas of green chili peppers and asparagus with touches of vanilla/oak, palm oil and almonds. The palate entry is sweetish and oaky; at midpalate a delicious buttery taste underpins flavors of oak, light spice and sautéed almond. Finish is e...
                                                        Read More » 
 Read More » ",$49.99 
Tequila,Wahaka Joven Espadin Mezcal (750ml)," A clean, smoky, well-priced entry-level mezcal that really brings the bang for the buck. As intensely flavored as anything from Del Maguey, but very pure and easy to drink. A must for cocktail lovers. ",$34.99 
Tequila,Còdigo 1530 Rosa Tequila (375ml),  ,$32.99 
Tequila,Clase Azul Platino Blanco Tequila 750ml (Can't Be Shipped)," Sorry, this item can't be shipped! Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. ",$74.99 
Tequila,Patron Gran Platinum Tequila 750ml Can Not Ship!," Sorry, this item can't be shipped! Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. ",$199.99 
Tequila,Maestro Dobel Tequila (750ml)," Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. This is a careful blend of Reposado, Anejo, and Extra Anejo, which is filtered to give it an intense clarity.  Bottled and labeled by hand,  Maestro Dobel brings us the highend flavors of some of the top tequila at an affordable price. ",$49.99 
Tequila,Purasangre 5 Year Old Extra Anejo Tequila [cannot ship]  (750ml)," 
                                                        Jake Lustig, the man behind ArteNOM tequila and the fabulous K&L Fuenteseca selection, has finally brought me the Pura Sangre stuff -- Enrique Fonseca's own label of all-estate tequila. Fonseca is the distiller for the top-selling tequila we sell--the ArteNOM anejo 1146--and these new bottles make welcome additions to the category. These are 100% natural anejos. I know you might be thinking, ""But most of my tequilas are 100% agave,"" however, I can assure you that there is nothing natural in tequila that makes it creamy and taste like vanilla. Fonseca's a...
                                                        Read More » 
 Read More » ",$109.99 
Tequila,Del Maguey Wild Tepextate Mezcal (750ml),  ,$109.99 
Tequila,Peligroso Anejo Tequila (750ml)," 
                                                        Special Order Only!!! Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Please allow 5-7 days for bottle to be available to ship. PELIGROSO Tequila is cultivated and distilled at the ""El Viejito"" distillery. The El Viejito distillery is a family owned company founded in the town of Atotonilco El Alto in the highlands of Jalisco by Mr. Indalecio Núñez Muro in 1937.""El Viejito"" recently inaugurated its new distillery. These modern and efficient the new distille...
                                                        Read More » 
 Read More » ",$46.99 
Tequila,Patron Silver Tequila  1.75 Cannot Ship!," Sorry, this item can't be shipped! Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Sorry, this item can't be shipped! ",$109.99 
Tequila,Purasangre Blanco Tequila (1L)," The best way to taste the vibrancy of Enrique Fonseca's spirit is by pouring a glass of Purasangre Blanco: a softer, rounder tequila due to the higher levels of sugar during the fermentation. The fruity flavor of the blue agave is fresh and enticing and, for the price, you can mix with this bottle all day long. It's one of the most overlooked bottles in the store - period. ",$34.99 
Tequila,Cabo Wabo Reposado Tequila (750ml)," 
                                                        Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. 96-100 points Wine Enthusiast: ""Aroma is herbal, with a trace of honey, then blossoms into a bouquet that’s peppery, herbal, waxy, floral. Palate is medium-bodied, oily, resiny, herbal and semisweet, with balanced flavors of green pepper, red pepper, toffee and honey. Finishes gracefully."" While Sammy Hagar’s contributions to rock and roll might be considered questionable by some, his contributions to tequila ...
                                                        Read More » 
 Read More » ",$54.99 
Tequila,Don Julio Real Tequila (750ml) Can Not Ship!," 
                                                        Special Order Only!  Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Will take 5-10 days to receive this product before it can be shipped.  Sorry, this item can't be shipped!  Don Julio Tequila was named for the distillery's founder, Don Julio Gonzalez Estrada, who revolutionized Reposado-style tequila production in Mexico. Made in the same way since 1942, this is the top choice among tequila connoisseurs in Mexico. The Real is aged for five years in white ...
                                                        Read More » 
 Read More » ",$399.99 
Tequila,Casa Noble 2 Year Old Anejo Tequila 750ml, Special Order Only!  Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Will take 3-7 days to receive this product before it can be shipped. ,$59.99 
Tequila,Rey Campero Espadin Mezcal (750ml), Special Order Only!  Will take 3-7 business days to receive this product before it can be shipped. ,$59.99 
Tequila,Chamucos Reposado Tequila (750ml),"92 points Wine Enthusiast: ""Look for a soft gold hue and jalapeño zing on the aroma. The drying palate opens with a savory flash, then the long fade layers vanilla, spearmint and cinnamon. Aged 6-7 months. (KN)"" (5/2018) K&L Notes:  Special Order Only!  Will take 3-7 business days to receive this product before it can be shipped. The Chamucos Reposado is a smooth and fruity tequila made entirely from blue agave that is aged in white oak barrels for six months. ",$49.99 
Tequila,"Real Minero ""Barril"" Mezcal (750ml)"," 
                                                        Real Minero is wildly considered one of the world's finest Mezcal producers. The Mendoza family has farmed Agave for decades but they've been distilling since the 1970s and become one of Mexico's most sought after producers. Using clay pot stills, they produce one of the cleanest highest quality products around, but only about 300 liters per month so stocks are tight. It's certified organic, Oaxacan-owned and absolutely delicious. Father, Lorenzo Angeles Mendoza, is the brawn, while Graciela Angeles Carreño heart and soul (and of course the brains) of th...
                                                        Read More » 
 Read More » ",$129.99 
Tequila,Cabo Wabo Anejo Tequila 750ml," 
                                                        Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. 90-95 points Wine Enthusiast: ""Initially smells of black peppercorn and oak resin; more time shows baked banana, bacon fat, dried sage, dried thyme, brown rice and broccoli. Entry has a bean-like quality; midpalate flavors include sweet, wood-influenced tastes of honey, milk chocolate, cream Sherry and vanilla cake frosting. Ends wrapped in smoky vanilla and cocoa."" While Sammy Hagar's contributions to rock an...
                                                        Read More » 
 Read More » ",$59.99 
Tequila,Milagro Añejo Barrel Select Tequila (750ml)," 
                                                        Special Order Only! Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Will take 3-7 days to receive this product before it can be shipped.  90-95 points Wine Enthusiast: ""The opening whiffs detect the buttery, resiny and lightly baked presence of oak barrels; following further air contact, more vegetal aromas appear, including green pepper, green olive, candle wax and garden flowers. The palate entry accentuates the oak-barrel sweetness while the midpalate ad...
                                                        Read More » 
 Read More » ",$99.99 
Tequila,Cabo Wabo Blanco Tequila 750ml," 
                                                        Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. 90-95 points Wine Enthusiast: ""Bouquet offers aromas of salty brine, fennel and green peppercorn; in time, a dried-sage aroma takes command, with assistance from burnt match and metallic notes of lead, rust, nickel. Palate entry is vegetal-herbal, but semisweet and oily; the midpalate is sweet, buttery, fatty and intensely peppery."" While Sammy Hagar's contributions to rock and roll might be considered questio...
                                                        Read More » 
 Read More » ",$50.99 
Tequila,Gran Cosecha Blanco Tequila 750ml (Previously $45)," Special Order Only!  Will take 3-7 business days to receive this product before it can be shipped. Balanced with sweet and savory notes such as apples, pears, nuts, and olives, Gran Cosecha Blanco sits nicely on the palate before going down smoothly. Sip it neat or in a simple, craft cocktail. ",Hidden
Tequila,Clase Azul Reposado Tequila 1.75L (Cannot ship),  ,$199.99 
Tequila,Partida Anejo Tequila 750ml, Special Order Only! Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Will take 3-7 business days to receive this product before it can be shipped. ,$59.99 
Tequila,Herradura Silver Tequila (750ml), Special Order Only! Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable.  Will take 3-7 days to receive this product. ,$44.99 
Tequila,Del Maguey San Luis del Rio Azul Mezcal (750ml), Made with 100% Blue Agave from the town of San Luis del Rio. ,$99.99 
Tequila,Tanteo Jalapeño Tequila (750ml)," 
                                                        Special order only!  Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Will take 4-6 business days before product can be shipped. ""Tanteo Tequila is an ultra-premium collection of infused 100% Blue Weber Agave Blanco tequilas that arose from the craft cocktail movement.  Tanteo offers three unique infusions that are true to Mexican culinary tradition: Jalapeño, Tropical and Cocoa.  Each tequila is infused by hand in a proprietary process using fresh, all-natu...
                                                        Read More » 
 Read More » ",$39.99 
Tequila,Rey Campero Cuishe Mezcal (750ml), Special Order Only!  Will take 3-7 business days to receive this product before it can be shipped. ,$89.99 
Tequila,Paqui Anejo Tequila 750ml (ships as a 1.5L)," 
                                                        Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. The PaQui product was made to express the essence of agave, the ingredient that makes tequila distinctive among all spirits. 100% blue agave from the Tequila Valley gives PaQui its inviting and flowery aroma. Its taste is lively, bright, elegant and drinkable - an exciting taste that energizes the palate. Layers of complex flavors highlight the fruity, spicy notes of agave.  PaQui is crafted by master distille...
                                                        Read More » 
 Read More » ",$54.99 
Tequila,Tromba Blanco Tequila (750ml)," 
                                                        Special Order Only! Will take 3-7 business days to receive this product before it can be shipped. Marco Cedano is one of Mexico's most esteemed Master Distillers, with a career in tequila spanning 41 years. Marco first made his name as the original Master Distiller for Don Julio Tequila, a post he held for 17 years. After his experience with on of the largest tequila brands in the world, Marco turned his attention to forging his own path as Master Distiller and founder of Tequila Tromba. Today, along with his son Rodrigo, they are Tromba's production and...
                                                        Read More » 
 Read More » ",$34.99 
Tequila,Dos Manos Extra Añejo 5 year 100% Agave Tequila (750ml), Special Order Only!  Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Will take 3-7 business days to receive this product before it can be shipped. ,$99.99 
Tequila,Clase Azul Ultra Tequila 750ml (CAN'T SHIP), Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. 3 years in high quality Sherry Casks make Clase Azul one of the most sought after and unique extra anejo available.  The beautiful hand crafted ceramic decanter is not the reason this tequila sells for more than $1500.  Enjoy slowly. ,"$1,999.99 "
Tequila,Partida Reposado Tequila 750ml, Special Order Only!  Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Will take 3-7 business days to receive this product before it can be shipped. ,$54.99 
Tequila,El Jolgorio Cuixe Mezcal (750ml)," 
                                                        Special Order Only!  Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Will take 3-7 business days to receive this product. El Jolgorio is working to put the highest quality wild agave into your hands and they're doing a great job. They're  is devoted to supporting their growers in a big way and that means they get the best juice. The family is known throughout Oaxaca and has relationship with grower/distillers that go back generations. The result is one of t...
                                                        Read More » 
 Read More » ",$114.99 
Tequila,Gran Cosecha Reposado Tequila 750ml," Special Order Only!  Will take 3-7 business days to receive this product before it can be shipped.Aged 6 months in American Oak whiskey barrels, Gran Cosecha Reposado is great for sipping neat or on the rocks. ",$49.99 
Tequila,Don Camilo Reposado Tequila 750ml, Special Order Only!  Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Will take 7-10 buisness days to receive this product before it can be shipped.  Don Camilo 100% Agave Reposado has been aged for just less than a year in new white oak barrels. It has a distinct taste that acquires a sophisticated nuance without losing its great heritage. ,$49.99 
Tequila,Paqui Reposado Tequila (750ml)," 
                                                        Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. The PaQui product was made to express the essence of agave, the ingredient that makes tequila distinctive among all spirits. 100% blue agave from the Tequila Valley gives PaQui its inviting and flowery aroma. Its taste is lively, bright, elegant and drinkable - an exciting taste that energizes the palate. Layers of complex flavors highlight the fruity, spicy notes of agave.  PaQui is crafted by master distille...
                                                        Read More » 
 Read More » ",$49.99 
Tequila,Partida Blanco Tequila 750ml,"95 points Wine Enthusiast: ""This elegant blanco features gentle floral notes, agave sweetness and a refreshing touch of minerality, finishing crisp and peppery. Shows surprising finesse for an unaged Tequila."" (5/2014) K&L Notes:  Special Order Only!  Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Will take 3-7 business days to receive this product before it can be shipped. ",$36.99 
Tequila,Tromba Anejo Tequila (750ml)," 
                                                        Special Order Only! Will take 3-7 business days to receive this product before it can be shipped. Marco Cedano is one of Mexico's most esteemed Master Distillers, with a career in tequila spanning 41 years. Marco first made his name as the original Master Distiller for Don Julio Tequila, a post he held for 17 years. After his experience with on of the largest tequila brands in the world, Marco turned his attention to forging his own path as Master Distiller and founder of Tequila Tromba. Today, along with his son Rodrigo, they are Tromba's production and...
                                                        Read More » 
 Read More » ",$46.99 
Tequila,El Jolgorio Barril Mezcal (750ml)," 
                                                        Special Order Only!  Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Will take 3-7 business days to receive this product. El Jolgorio is working to put the highest quality wild agave into your hands and they're doing a great job. They're  is devoted to supporting their growers in a big way and that means they get the best juice. The family is known throughout Oaxaca and has relationship with grower/distillers that go back generations. The result is one of t...
                                                        Read More » 
 Read More » ",$114.99 
Tequila,Casa Noble Crystal Tequila 750ml, Special Order Only!  Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Will take 3-7 days to receive this product before it can be shipped. ,$49.99 
Tequila,El Jimador Reposado Tequila (750ml), Special Order Only!  Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Will take 3-7 business days to receive this product before it can be shipped. ,$29.99 
Tequila,El Tinieblo Reposado Mezcal (750ml)," Special Order Only!  Will take 3-7 business days to receive this product before it can be shipped. No refund or exchanges allowed on special order items. All sales are final. El Tinieblo, meaning the Darkness, is the first Tamaulipas Mezcal we've seen state side. The style is very much in line with the old school tequilas, all about fruit and balance. Subtle oak influence adds soft woodsy vanilla. It's the perfect balance between the intensity of mezcal and the ease of drinking a quality tequila. ",$54.99 
Tequila,Gran Cosecha Anejo Tequila 750ml," Special Order Only!  Will take 3-7 business days to receive this product before it can be shipped. Gran Cosecha Añejo is aged 14 months in American Oak whiskey barrels. Expect classic white oak aromas of vanilla and spice along with dense cherries, dried fruit, and savory nuts. ",$59.99 
Tequila,Peligroso Reposado Tequila (750ml)," 
                                                        Special Order Only!!! Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Please allow 5-7 days for bottle to be available to ship. PELIGROSO Tequila is cultivated and distilled at the ""El Viejito"" distillery. The El Viejito distillery is a family owned company founded in the town of Atotonilco El Alto in the highlands of Jalisco by Mr. Indalecio Núñez Muro in 1937.""El Viejito"" recently inaugurated its new distillery. These modern and efficient the new distille...
                                                        Read More » 
 Read More » ",$44.99 
Tequila,Paqui Blanco Tequila (750ml)," 
                                                        Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. The PaQui product was made to express the essence of agave, the ingredient that makes tequila distinctive among all spirits. 100% blue agave from the Tequila Valley gives PaQui its inviting and flowery aroma. Its taste is lively, bright, elegant and drinkable - an exciting taste that energizes the palate. Layers of complex flavors highlight the fruity, spicy notes of agave.  PaQui is crafted by master distille...
                                                        Read More » 
 Read More » ",$47.99 
Tequila,El Jolgorio Nuestra Soledad Ejutla Mezcal (750ml),  ,$44.99 
Tequila,El Jimador Blanco Tequila (750ml), Special Order Only!  Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Will take 3-7 business days to receive this product before it can be shipped. ,$26.99 
Tequila,Chamucos Blanco Tequila (750ml),"94 points Wine Enthusiast: ""This is a raw, visceral, sexy Tequila. The savory, almost meaty nose and palate are reminiscent of pechuga mezcals (which are actually made with meat). All that umami is softened by a rounded, waxy honey note on the midpalate, finishing with an herbaceous lilt on the peppery exhale."" (5/2017) K&L Notes:  Special Order Only!  Will take 3-7 business days to receive this product before it can be shipped. ",$42.99 
Tequila,El Jolgorio Nuestra Soledad Zoquitan Mezcal (750ml),  ,$54.99 
Tequila,Gran Centenario Plata Tequila (750ml), Special Order Only! Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable.  Will take 3-7 business days to receive this product before it can be shipped. ,$55.99 
Tequila,El Tinieblo Blanco Mezcal (750ml)," El Tinieblo, meaning the Darkness, is the first Tamaulipas Mezcal we've seen state side. The style is very much in line with the old school tequilas, all about fruit and balance. It's the perfect balance between the intensity of agave and the ease of drinking a quality tequila. ",$39.99 
Tequila,Don Eduardo Silver Tequila 750ml, Special Order Only! Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable.  Will take 3-7 days to receive this product. ,$49.99 
Tequila,Tromba Reposado Tequila (750ml)," 
                                                        Special Order Only! Will take 3-7 business days to receive this product before it can be shipped. Marco Cedano is one of Mexico's most esteemed Master Distillers, with a career in tequila spanning 41 years. Marco first made his name as the original Master Distiller for Don Julio Tequila, a post he held for 17 years. After his experience with on of the largest tequila brands in the world, Marco turned his attention to forging his own path as Master Distiller and founder of Tequila Tromba. Today, along with his son Rodrigo, they are Tromba's production and...
                                                        Read More » 
 Read More » ",$44.99 
Tequila,Cazadores Blanco Tequila 750ml,"93 points Wine Enthusiast: ""*Best Buy* Brisk, clean and herbaceous, this Tequila is almost reminiscent of gin. The aroma has a spicy edge, plus hints of mint and dill, while the minty palate finishes with vanilla-coconut sweetness and mild baking-spice tingle. Versatile for a wide range of cocktails."" (5/2017) K&L Notes:  Special Order Only!  Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Will take 3-7 business days to receive this product before it can be shipped. ",$36.99 
Tequila,Milagro Reposado Barrel Select Tequila (750ml), Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. ,$54.99 
Tequila,Corzo Tequila Blanco 375ml Can Not Ship!, Special Order Only!!! Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Please allow 3-7 days for product to be ready to ship. ,$17.99 
Tequila,Don Eduardo Anejo Tequila 750ml, Special Order Only! Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable.  Will take 3-7 business days to receive this product before it can be shipped. ,$55.99 
Tequila,Sauza Tres Generation Plata Tequila (750ml), Special Order Only!  Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Will take 3-7 days to receive this product before it can be shipped. ,$55.99 
Tequila,Patron Gran Platinum Tequila 1.5L (Can Not Ship!), Special Order Only!  Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Will take 3-7 business days to receive this product.  This item can't be shipped ,$559.99 
Tequila,Clase Azul Ultra Tequila 750ml (Cannot ship), Special order only. THIS ITEM CANNOT BE SHIPPED. ,"$1,799.99 "
Tequila,Gracias A Dios Agave Gin (750ml),  ,$59.99 
Tequila,El Jimador Anejo Tequila (750ml), Special Order Only!  Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Will take 3-7 business days to receive this product before it can be shipped. ,$49.99 
Tequila,El Tinieblo Anejo Mezcal (750ml)," 
                                                        Special Order Only!  Will take 3-7 business days to receive this product before it can be shipped. No refund or exchanges allowed on special order items. All sales are final. The outrageous El Tinieblo is one of a kind. Darker than the darkest Extra Anejo, there's no question they're doing something crazy to this stuff. What exactly that is seems to be a mystery, but the result is a rich mixture of agave fruit and dense cacao, vanilla and spice. It's almost Port like in color and has some similar qualities. Was it Port Barrel aged? They say no. Whatever ...
                                                        Read More » 
 Read More » ",$64.99 
Tequila,Hacienda de Chihuahua Sotol Platinum (750ml), Special order only! Will take 3 to 5 business days before arrival. ,$49.99 
Tequila,Casa Noble Extra Anejo Tequila 750ml, Special Order Only!  Will take 3-7 business days to receive this product before it can be shipped. No refund or exchanges allowed on special order items. All special order sales are final. ,$99.99 
Tequila,"Casa San Matias ""Rey Sol"" Extra Añejo Tequila (750ml)", Special Order Only!  Will take 3-7 business days to receive this product before it can be shipped. No refund or exchanges allowed on special order items. All sales are final. ,$259.99 
Tequila,El Mero Mero Tepeztate Mezcal  (750ml)," 
                                                        El Mero Mero is distilled and bottled in San Dionisio Ocotepec by Justino Garcia Cruz. Roasted in traditional pits and pressed with tahona, the Tepeztate is one of the finest around. The fermentation is completed naturally in open wooden vats and all the solids are included in fermentation and the first distillation in small copper pots. The second distillation is completed to proof so no water is added before bottling. The label was created in Oaxaca by the TAGA (a Work Shop of Graphic Artists in the Jataltco neighborhood of Oaxaca City) and is inspired...
                                                        Read More » 
 Read More » ",$89.99 
Tequila,"La Venenosa ""Puntas de Don Gerardo Peña"" El Lobo de la Sierra Raicilla (750ml)"," 
                                                        The Puntas from this famed Raicilla producer are some of the finest most complex and intense Agave spirit we've ever tasted. Puntas is essentially the heads of the distillation separated from the poisonous bit, but too high alcohol for the heart cut. This is usually the portion that the distiller squirrels away for his own consumption so we're incredibly lucky to get access to a high quality Puntas like this one. There is no more outrageous agave drinking experience available. Puntas is NOT for everyone though. This product should be reserved for the mos...
                                                        Read More » 
 Read More » ",$179.99 
Tequila,Sino Jalapeno Infused Silver Tequila 750ml, Special Order Only!  Will take 3-7 business days to receive this product before it can be shipped. No refund or exchanges allowed on special order items. All sales are final. ,$34.99 
Tequila,Sino Reposado Tequila 750ml, Special Order Only!  Will take 3-7 business days to receive this product before it can be shipped. No refund or exchanges allowed on special order items. All sales are final. ,$34.99 
Tequila,Don Eduardo Reposado Tequila 750ml, Special Order Only!   Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Will take 3-7 days to receive this product. ,$54.99 
Tequila,Clase Azul Anejo Tequila 750ml (Cannot ship), Special order only. THIS ITEM CANNOT BE SHIPPED ,$499.99 
Tequila,Libélula Joven Tequila (1L)," Special Order Only! Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable.  Will take 3-7 days to receive this product before it can be shipped. Produced in Jalisco, Libélula is a ""joven"" which means it is a blend, made of 80% blanco and 20% reposado tequilas. The blanco contains the pure flavors of the agave, with citrus and grassy aromas, and the oak aged reposado adds spice and richness. Perfect for sipping and mixing. ",$22.99 
Tequila,Patron Silver Tequila  10 x 50ml bottle pack,  ,$38.99 
Tequila,Sino Silver Tequila 750ml,  ,$32.99 
Tequila,Don Abraham Blanco Tequila 750ml, Special Order Only!  Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Will take 3-7 business days to receive this product before it can be shipped. ,$32.99 
Tequila,Sino Anejo Tequila 750ml, Special Order Only!  Will take 3-7 business days to receive this product before it can be shipped. No refund or exchanges allowed on special order items. All sales are final. ,$42.99 
Tequila,Banhez Artesanal Mezcal (750ml)," 
                                                        Special Order Only! Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable.  Will take 3-7 days to receive this product before it can be shipped. Produced by a co-op of mezcaleros in the village of San Miguel Ejutla, Oaxaca, Banhez comes from a sustainable, fair trade mezcal production, the same way it's been done by their ancestors for nearly two centuries. Comprised of 90% Espadin and 10% Barril, Banhez is a delightfully mild, floral and fruity (pineapple, banana...
                                                        Read More » 
 Read More » ",$29.99 
Tequila,El Mayor Extra Anejo Tequila (750ml)," Aged for 36 months in once used bourbon barrels El Mayor Extra Anejo is a super smooth, rich and full bodied tequila. If you're looking to get some serious bang for your buck in long aged tequila, this is a fantastic choice. The bourbon barrel imparts lots of vanilla, spice, and an earthy nuttyness giving it a unique and very full mouthfeel and the finish is long and boasts the unmistakable flavor of high quality agave cooked to perfection. ",$99.99 
Vodka,Ketel One Vodka (750ml) (Previously $25),"90 points Wine Enthusiast: ""Best well chilled, this classic brand has a mild sweetness that hints at marshmallow and cocoa bean, plus flares of citrus peel, cassia bark and ginger on the clean finish. (KN)"" (10/2013) K&L Notes:  
                                                        Ketel One is made in Holland. It is a family-owned business which has been carrying on the tradition of vodka-making for eleven generations. Their focus at Ketel One is quality, tradition and personal commitment to their customers. This shows in their vodka by offering only the heart of each distillate, tasted by a member of the family before it is released. One of the b...
                                                        Read More » 
 Read More » ",$19.99 
Vodka,Grey Goose Vodka (750ml),"92 points Wine Enthusiast: ""Crystal-clear and pure. Nose is unabashedly smoky in the first nosings; aeration smoothes it out as fetching aromas of mint, harvested grain and grain husk assert themselves. On palate, the entry is intensely grainy, silky and off-dry; the midpalate offers moderate bite plus chewy tastes of cracked wheat and cocoa bean. Aftertaste is dry, cleansing and medium-long."" (7/2006) K&L Notes:  The famed French vodka for your favorite cocktail. Made in a copper pot still from a fine blend of French wheat and water from the Gensac Springs in Cognac. ",$25.99 
Vodka,Belvedere Polish Rye Vodka (750ml)," 
                                                        We firmly believe that Belvedere is one of the best vodkas in the business, and at this price it's a steal. An award-winning, hand-crafted Polish Vodka, made according to centuries-old traditional methods, this is 100% Polish rye, distilled four times and charcoal filtered. The illustration on the back depicts the Belvedere House, the Polish equivalent to the White House, the official residence of the Polish president in Warsaw. Additive free and diluted with water from Belvedere's own artesian well, it exhibits delicate aromas and flavors, with hints of...
                                                        Read More » 
 Read More » ",$22.99 
Vodka,Boyd & Blair Potato Vodka (750ml),"90 points Wine Enthusiast: ""This potato-based vodka from a small-scale Pennsylvania producer provides a versatile canvas for a wide array of drinks. With its lightly fruity aromas and flavors and a clean finish, it's also lovely neat. (KN)"" (11/2012) K&L Notes:  
                                                        This is a small batch vodka made in Pennsylvania from locally grown potatoes by two guys using a copper still. The result is a softer, creamier style of vodka that is milder on the palate than most. This is vodka made by people who really care about quality and precision, and that's obvious at first sip. F. Paul Pacult's Spirits Journal ...
                                                        Read More » 
 Read More » ",$29.99 
Vodka,Reyka Icelandic Vodka (750ml),"92 points Wine Enthusiast: ""A sooty initial aroma; following aeration, enticing, dry notes of palm oil, unsalted butter, grain mash and slate emerge. The palate entry is bone dry as soot and slate tastes meld, then turn delightfully oily and textured. Clean, medium-weight and nicely. (PP)"" (4/2006)  ",$18.99 
Vodka,Blue Ice Idaho Potato Vodka (750ml),"92 points Wine Enthusiast: ""Neutral, faintly juniper-like scent. Smooth, mellow, earthy/malty flavor. Made from Idaho russet potatoes."" (7/2011) K&L Notes:  We love promoting high quality products made here in the USA. Blue Ice Vodka is 100% Potato Vodka grown and distilled in Rigby, Idaho, which is about 200 miles east of Sun Valley. It is hand-crafted from Idaho's famed Russet Burbank potatoes and water sourced from the melting of the Rocky Mountain snowcaps. This produces a rich, mellow flavor with a hint of sweetness. Very fresh and clean with no glycerin. ",$15.99 
Vodka,Stolichnaya Elit Vodka (750ml),"98 points Wine Enthusiast: ""Aroma is dry, clean, and grainy, with background notes of parchment and litchi; later passes offer semisweet, mildly smoky/ashy scents of charcoal and smoldering embers. Palate entry is firm, moderately oily, bittersweet; at midpalate concentrated and spicy grain flavors mingle adroitly with the smoky, sap- and resin-sweet birch-charcoal filtering influence. Concludes sweetly and almost candy-like."" (6/2006) K&L Notes:  
                                                        Stolichnaya's luxury vodka, Elit, is distilled four times then filtered in a patented process that mimics the age-old Russian tradition of pouring the...
                                                        Read More » 
 Read More » ",$36.99 
Vodka,St. George California Citrus Vodka (750ml)," 
                                                        The no-compete clause is over!!! St. George is finally back in the vodka business. After selling off the Hangar One brand to Proximo, our local heroes over in Alameda were not allowed to create a vodka of their own for four whole years. Time has now passed, and the contract has expired. Let us now introduce you to the new St. George vodkas. Infused with California Bergamot, Valencia, and Seville oranges, the bright citrus flavor comes from 100% Lindcove produce. All the oranges were both infused and distilled in separate batches before being blended toge...
                                                        Read More » 
 Read More » ",$24.99 
